year,iso,rgdpbarro,rgdp,loans1,bassets2,govass,narrowm,money,gdp,iy,cpi,pop,stir,ltrate,crisisST,stocks,currency,inflation ,stock_market,domestic_debt,external_debt ,banking_crisis,crisis_tally
1938,NOR,15.01382828,4262.209961,2446,5978,NA,563.8499756,3365.916992,5827,0.252788812,4.712944031,2936,0.035100002,0.043499999,0,152.2486877,0,0,0,0,0,0,0
1939,NOR,15.64304352,4440.630859,2657,6299,NA,623.2999878,3429.441895,6253,0.255877197,4.827196121,2954,0.0383,0.052999999,0,147.5465088,0,0,0,0,0,0,0
1940,NOR,14.21771622,4038.092041,2361,NA,NA,1006.232971,3762.741943,NA,NA,NA,2973,0.035500001,0.0396,0,144.2422791,0,0,0,0,0,0,0
1941,NOR,14.48031139,4112.473145,1988,NA,NA,2190.596924,4806.950195,NA,NA,NA,2990,0.029999999,0.035399999,0,161.1446838,0,0,0,0,0,0,0
1942,NOR,13.82732487,3927.695068,1762,NA,NA,2592.935059,6043.083008,NA,NA,NA,3009,0.029999999,0.035399999,0,190.5014801,0,0,0,0,0,0,0
1943,NOR,13.44333649,3820.177002,1581,NA,NA,3309.985107,7256.433105,NA,NA,NA,3032,0.029999999,0.035,0,229.1355438,0,0,0,0,0,0,0
1944,NOR,12.61816025,3587.541992,1485,NA,NA,3904.810059,8568.275391,NA,NA,NA,3060,0.029999999,0.034400001,0,239.8107452,0,0,0,0,0,0,0
1945,NOR,14.01211643,3979.86499,1664,NA,NA,3492.788086,9049.150391,NA,NA,NA,3091,NA,0.034200002,0,229.6438904,0,0,0,0,0,0,0
1946,NOR,15.27972507,4335.370117,2518,5668,NA,2781.822998,8887.191406,10778,0.310539991,7.97111702,3127,NA,0.034899998,0,200.6683502,0,0,0,0,0,0,0
1947,NOR,17.16579437,4864.263184,3434,7354,NA,3410.001953,9770.241211,12687,0.372113198,8.234657288,3165,NA,0.035100002,0,189.4848022,0,0,0,0,0,0,0
1948,NOR,18.16382217,5143.894043,4244,8660,4070,3630.663086,10512.53027,13904,0.36521861,8.423746109,3201,NA,0.034899998,0,200.7954254,0,0,0,0,0,0,0
1949,NOR,18.45979309,5227.198242,4847,10243,3480,3512.987061,10759.88965,14917,0.379432887,8.077713013,3234,NA,0.034899998,0,215.9530334,0,0,0,0,0,0,0
1950,NOR,19.18244553,5429.509766,5685,11843,2570,3801.032959,11122.08008,16425,0.3540335,8.877915382,3265.125977,NA,0.036800001,0,201.0201111,1,0,0,0,0,0,1
1951,NOR,20.04107475,5670.275879,6458,13697,2760,3661.915039,11564.66992,20456,0.347819686,10.28367996,3295.871094,NA,0.037700001,0,230.8859558,0,0,0,0,0,0,0
1952,NOR,20.55368423,5813.921875,7150,15162,2540,4079.129883,12777.75,22564,0.347101599,11.1992197,3327.728027,NA,0.0374,0,251.5623169,0,0,0,0,0,0,0
1953,NOR,21.16519356,5985.188965,7654,17125,2390,3877.5,13429.91992,22884,0.35277921,11.42630959,3360.887939,NA,0.037,0,238.9267578,0,0,0,0,0,0,0
1954,NOR,22.02344131,6225.50293,8351,19367,2280,3976.333008,14231.66992,24806,0.368459314,11.93453979,3394.246094,NA,0.037500001,0,228.5885773,0,0,0,0,0,0,0
1955,NOR,22.28935051,6301.378906,8766,21707,2380,3900.25,14521.83008,26376,0.366810709,12.04267979,3427.408936,NA,0.0414,0,287.1716003,0,0,0,0,0,0,0
1956,NOR,23.26704025,6575.161133,8934,23606,2590,3981.916992,14974,29747,0.359532088,12.50765991,3459.991943,NA,0.042100001,0,302.1045227,0,0,0,0,0,0,0
1957,NOR,23.75925827,6711.48584,9429,26247,2700,4329.166992,15828,31775,0.360818297,12.85009003,3491.937988,NA,0.047899999,0,345.7545776,0,0,1,0,0,0,1
1958,NOR,23.54795074,6652.325195,9919,28640,2670,4318.833008,16223.33008,31919,0.377330095,13.47727013,3522.99292,NA,0.046799999,0,295.2124023,0,0,1,0,0,0,1
1959,NOR,24.34098053,6874.478027,10724,31423,2800,4359.75,16899.75,33946,0.355977088,13.76924038,3552.851074,NA,0.045699999,0,276.8334045,0,0,0,0,0,0,0
1960,NOR,25.51609612,7203.722168,13856,34047,2820,4491.833008,17522.5,33058,0.289582014,13.8233099,3581.239014,NA,0.0458,0,303.2532043,0,0,0,0,0,0,0
1961,NOR,26.91187859,7594.663086,13097,38267,2790,4605.75,18565.25,36062,0.30006659,14.16213036,3609.800049,NA,0.0469,0,322.7627258,0,0,0,0,0,0,0
1962,NOR,27.45263672,7746.043945,14116,42131,2720,4892.166992,19858.16992,38843,0.291764289,14.90826988,3638.918945,NA,0.046799999,0,339.9950867,0,0,1,0,0,0,1
1963,NOR,28.29415703,7981.693848,15026,45765,2760,5115.666992,21061,41682,0.294995397,15.29395008,3666.540039,NA,0.046300001,0,265.3313293,0,0,0,0,0,0,0
1964,NOR,29.48799706,8315.945313,16243,50881,2900,5513,22756.41992,45837,0.278792202,16.16263962,3694.339111,NA,0.046799999,0,284.8749695,0,0,1,0,0,0,1
1965,NOR,30.82384872,8689.788086,17310,56055,3090,5864.25,24824.66992,50563,0.282321095,16.85110092,3723.153076,NA,0.049899999,0,282.5636597,0,0,1,0,0,0,1
1966,NOR,31.74254036,8945.219727,19216,62703,3350,6317.833008,27002.33008,54568,0.286504894,17.39897919,3753.62793,NA,0.050299998,0,264.1903076,0,0,1,0,0,0,1
1967,NOR,33.45897675,9422.75293,20852,69665,3560,6902,29422.33008,59700,0.296532691,18.17034912,3786.019043,NA,0.0495,0,232.036911,0,0,1,0,0,0,1
1968,NOR,33.92791748,9551.198242,22733,74963,3830,7066.75,32144.5,63749,0.268584609,18.80113983,3818.98291,NA,0.048900001,0,214.8045654,0,0,0,0,0,0,0
1969,NOR,35.18147278,9899.294922,25804,81938,4410,7339.5,35808.07813,69418,0.242962897,19.37785912,3850.977051,NA,0.063000001,0,236.630249,0,0,0,0,0,0,0
1970,NOR,35.62400436,10027.23047,28431,90943,5700,7786.25,39969.75,90929,0.269529015,21.42522049,3877.385986,NA,0.064099997,0,277.9703369,0,0,0,0,0,0,0
1971,NOR,37.36824036,10472.38965,31878,102422,7380,8590.55957,45586.17188,102146,0.29559651,22.76609993,3903.039063,NA,0.063699998,0,365.7997131,0,0,1,0,0,0,1
1972,NOR,39.06187057,10921.91992,35784,115194,8590,9217.396484,50691.75,113448,0.278356612,24.40975952,3933.003906,0.048900001,0.061299998,0,286.162262,0,0,0,0,0,0,0
1973,NOR,40.54544449,11324.41992,40111,132881,9710,9949.386719,56631.67188,128819,0.290679187,26.22643089,3960.613037,0.07,0.061999999,0,324.4888916,0,0,0,0,0,0,0
1974,NOR,41.83387756,11726.2002,45293,150555,9420,11276.83008,62921.17188,148884,0.307433993,28.69552994,3985.258057,0.082199998,0.0726,0,457.256958,0,0,1,0,0,0,1
1975,NOR,43.69405746,12271.32031,52291,182517,8790,13144.19043,71279.65625,170219,0.337958813,32.05493164,4007.312988,0.076200001,0.072899997,0,300.9077759,0,0,1,0,0,0,1
1976,NOR,46.02289963,12930.00977,60403,216482,28032,14863.13965,82994.09375,194119,0.361221701,34.99621964,4026.1521,0.074299999,0.072400004,0,256.6419983,0,0,0,0,0,0,0
1977,NOR,47.71490479,13424.92969,70088,261399,41861,16500.40039,97708.40625,218635,0.362631798,38.16098022,4043.205078,0.098300003,0.083700001,0,277.2974243,0,0,1,0,0,0,1
1978,NOR,49.39326859,13840.20996,76961,291970,51589,17730.16992,110120.1016,241226,0.309257686,41.2716713,4058.670898,0.093599997,0.081900001,0,206.4955902,0,0,1,0,0,0,1
1979,NOR,51.39807129,14411.25977,85789,316692,70714,19444.83008,124210.8984,266107,0.296534896,43.23612976,4072.51709,0.083899997,0.100400001,0,212.4054871,0,0,0,0,0,0,0
1980,NOR,53.54561234,15076.03027,96659,363220,83156,20354,139709.7031,314698,0.26822859,47.94723129,4085.620117,0.111599997,0.102799997,0,330.3988037,0,0,0,0,0,0,0
1981,NOR,54.16424179,15169.37988,112769,408803,85284,21377.16992,157785,360827,0.267773688,54.48582077,4099.702148,0.123499997,0.129099995,0,303.8334656,0,0,0,0,0,0,0
1982,NOR,54.01910782,15145.2998,132246,477643,82889,22687,174500.2969,399184,0.269597501,60.68196869,4114.787109,0.1391,0.129199997,0,348.0992432,1,0,1,0,0,0,2
1983,NOR,55.94672012,15635.78027,156582,533677,89607,23141.83008,190676.7969,443475,0.274682909,65.78595734,4128.432129,0.122699998,0.125799999,0,289.0879822,0,0,0,0,0,0,0
1984,NOR,59.08946991,16512.69922,199688,612596,112651,24565.33008,216753,498656,0.260624588,69.91673279,4140.095215,0.126699999,0.115000002,0,535.7825928,0,0,0,0,0,0,0
1985,NOR,62.10308075,17319.67969,263201,668576,122083,26496.16992,251186.2031,552432,0.244232804,73.87809753,4152.418945,0.122900002,0.134499997,0,686.3389282,0,0,0,0,0,0,0
1986,NOR,64.36529541,17882.07031,350155,802806,130682,28692,272079.3125,570892,0.272186309,79.18755341,4166.596191,0.146400005,0.135100007,0,908.9550781,1,0,1,0,0,0,2
1987,NOR,65.22190094,18164.34961,415420,905753,132572,32433.08008,298664.8125,622867,0.274400502,86.09739685,4186.146973,0.146300003,0.1329,0,830.1660767,0,0,1,0,0,1,2
1988,NOR,64.7396698,18059.10938,436232,982963,146879,33132.07813,340522.5,652072,0.278233111,91.86461639,4208.729004,0.132799998,0.116999999,1,723.2611694,0,0,0,0,0,1,1
1989,NOR,65.1192627,18156.69922,469472,1045038,149963,35012.32813,358695.9063,695770,0.251601785,96.04945374,4226.14209,0.1131,0.109099999,0,950.1196289,0,0,0,0,0,1,1
1990,NOR,66.1320343,18466.0293,473136,1062546,148393,32111.16992,383286.5938,736294,0.209167793,100,4242.005859,0.114399999,0.1061,0,1491.987671,0,0,1,0,0,1,2
1991,NOR,67.86624908,19045.24023,461461,1039058,134452,31870.08008,409362.9063,775727,0.198751599,103.4207001,4261.73291,0.105800003,0.097400002,0,1355.152832,0,0,1,0,0,1,2
1992,NOR,69.84872437,19560.7207,522810,1039427,136409,34035.60156,447305.8125,797314,0.189669296,105.8429031,4286.356934,0.137799993,0.0942,0,1177.592407,0,0,1,0,0,1,2
1993,NOR,71.38748932,19974.48047,532995,1045852,151900,36284.5,471871.6875,838298,0.195752606,108.2471008,4311.963867,0.074100003,0.056899998,0,1098.15979,0,0,0,0,0,1,1
1994,NOR,74.62062073,20904.75977,546533,1042574,138838,45245.42188,492108.3125,878807,0.1984258,109.7610016,4336.638184,0.056299999,0.077399999,0,1715.949707,0,0,0,0,0,0,0
1995,NOR,77.36631012,21703.23047,586326,1080562,136896,43391,522114.5938,943437,0.197938994,112.4571991,4359.101074,0.054200001,0.064000003,0,1862.556274,0,0,0,0,0,0,0
1996,NOR,80.9188385,22727.93945,636638,1163915,175223,46202.75,565381.8125,1032989,0.202040896,113.8727036,4381.276855,0.048700001,0.062199999,0,2115.424072,0,0,0,0,0,0,0
1997,NOR,84.84850311,23774.83984,754844,1305846,152996,55522.92188,580537.8125,1119175,0.219611794,116.5953979,4405.671875,0.0359,0.054900002,0,2750.241455,0,0,0,0,0,0,0
1998,NOR,86.63271332,24137.56055,846464.125,1457781,191366,53321.32813,610261.625,1140360,0.249854401,119.3179016,4432.717773,0.059300002,0.053399999,0,3686.259277,0,0,1,0,0,0,1
1999,NOR,87.77010345,24470.48047,930264,1622830,172385,53250.82813,651515.8125,1240426,0.219371393,122.6324997,4463.376953,0.067100003,0.061500002,0,2622.564209,0,0,0,0,0,0,0
2000,NOR,90.09500122,25101.94922,1062342,1840989,164430,59204.07813,722215.3125,1481241,0.184208393,126.3016968,4492.399902,0.066,0.059700001,0,3799.044922,0,0,0,0,0,0,0
2001,NOR,91.43981934,25468,1168989,2009437,149772,57977.57813,790866.3125,1536887,0.181437507,128.9060974,4515.194824,0.072400004,0.063199997,0,3859.343506,0,0,1,0,0,0,1
2002,NOR,92.31695557,25733.35938,1250048,2113863,190317.0938,84551.65625,852711.875,1532307,0.178776205,132.4573975,4535.59082,0.068999998,0.057999998,0,110.8499985,0,0,1,0,0,0,1
2003,NOR,92.69706726,25879.40039,1358331,2216191,183764.0938,76354.5,892189,1593826,0.173231602,133.2866058,4555.399902,0.042800002,0.046100002,0,156.4850006,0,0,0,0,0,0,0
2004,NOR,95.76296234,26765.19922,1458761,2408122,221920.5938,64933.80078,936103.375,1743041,0.180281997,134.7073975,4574.560059,0.020300001,0.039999999,0,205.3975067,0,0,0,0,0,0,0
2005,NOR,97.69477081,27384.4707,1733829,2789229,249705.2031,75746.79688,1029652,1945716,0.1878815,137.1927948,4593.041016,0.021500001,0.036400001,0,278.2049866,0,0,0,0,0,0,0
2006,NOR,100,27867.2793,2037703,3155114,257194.0938,74162.09375,1148168,2159573,0.196417496,140.2700043,4610.819824,0.030200001,0.042830002,0,361.1400146,0,0,0,0,0,0,0
2007,NOR,101.6485672,28798.03906,2398093,3648029,NA,77314.20313,1335321,2277111,0.212799907,144.1764984,4627.925781,0.047899999,0.046870001,0,397.2999878,0,0,0,0,0,0,0
2008,NOR,102.0796051,29377.75,2591479,4118515,NA,96754.5,1461150,2537856,0.207737595,147.2546997,4644.457031,0.0601,0.043466698,0,187.4424438,1,0,1,0,0,0,2
1870,SWE,5.707885742,1661.550049,NA,162.9579926,NA,NA,NA,937.8156738,0.094308197,2.559928894,4169,0.045000002,0.04902,0,0.197192207,0,0,0,0,0,0,0
1871,SWE,5.876430035,1683.759033,147.2579956,219.3070068,NA,92.76191711,255.2928009,981.7764893,0.086024202,2.623927116,4186,0.042782258,0.048076998,0,0.272447467,0,0,0,0,0,0,0
1872,SWE,6.068813801,1745.651978,177.7910004,284.3439941,NA,109.7360992,325.3198853,1119.702026,0.127663493,2.719923973,4227,0.039999999,0.047619,0,0.307872474,0,0,0,0,0,0,0
1873,SWE,6.235061646,1885.256958,223.6130066,346.4949951,NA,118.9968033,365.9707947,1267.578003,0.168172494,2.94391799,4274,0.045164429,0.049504999,0,0.29510507,0,0,0,0,0,0,0
1874,SWE,6.09886694,1937.694946,270.552002,401.2650146,NA,110.6520004,413.7424927,1369.244019,0.169175595,3.039915085,4320,0.051115591,0.047169998,0,0.277933955,0,0,0,0,0,0,0
1875,SWE,6.185198784,1835.255005,290.7229919,410.8729858,NA,97.0497818,418.5138855,1340.202026,0.1706855,3.007915974,4362,0.055,0.045871999,0,0.261594385,0,0,0,0,0,0,0
1876,SWE,6.539550781,1934.983032,319.3089905,448.8080139,NA,93.05378723,446.9873047,1416.48999,0.151777804,3.039915085,4407,0.052999109,0.046296,0,0.253513485,0,0,0,0,0,1,1
1877,SWE,6.420455933,1850.801025,331.4450073,456.1589966,NA,74.49459076,431.3945923,1389.807983,0.152184606,3.007915974,4457,0.054841399,0.046296,0,0.25219816,0,0,0,0,0,1,1
1878,SWE,6.291265965,1818.281006,322.348999,444.1289978,NA,68.68469238,410.8832092,1295.352051,0.141850904,2.815922022,4508,0.05832706,0.045977,1,0.239375144,0,0,0,0,0,1,1
1879,SWE,6.681943893,1768.954956,284.2090149,435.2659912,NA,71.78407288,422.0639038,1264.703003,0.1133468,2.655925989,4555,0.054597229,0.041666999,0,0.213269189,0,0,0,0,0,1,1
1880,SWE,6.42821455,1846.119019,303.598999,476.5,NA,81.58679962,468.7607117,1314.292969,0.122840501,2.783921957,4572,0.043346781,0.039999999,0,0.235938713,0,0,0,0,0,0,0
1881,SWE,6.573655605,1851.140015,343.3819885,488.4700012,NA,79.70256042,489.5241089,1375.958984,0.115824699,2.842998028,4569,0.039999999,0.039604001,0,0.249146685,0,0,0,0,0,0,0
1882,SWE,6.447083473,1924.369995,362.8089905,530.8800049,NA,85.55706787,525.7258301,1387.338013,0.110997699,2.783921957,4576,0.044553582,0.039999999,0,0.254113883,0,0,0,0,0,0,0
1883,SWE,6.903531551,1937.036011,391.0559998,553.0499878,NA,81.6905899,556.1558228,1445.630981,0.115519397,2.746999979,4591,0.047486559,0.040403999,0,0.262093395,0,0,0,0,0,0,0
1884,SWE,6.875188351,1975.902954,413.1539917,579.6199951,NA,85.41703796,594.4171143,1415.61499,0.129163504,2.651002884,4624,0.044946231,0.039604001,0,0.27134335,0,0,0,0,0,0,0
1885,SWE,7.032809734,1951.494019,420.0799866,586.7299805,NA,83.09913635,614.7783813,1406.338989,0.123322196,2.525468111,4664,0.045000002,0.039216001,0,0.265848309,0,0,0,0,0,0,0
1886,SWE,6.966119289,1929.140991,407.2619934,595.9500122,NA,84.15447998,638.4343262,1319.463989,0.1302955,2.3999331,4700,0.040981181,0.038462002,0,0.264841646,0,0,0,0,0,0,0
1887,SWE,6.844329834,1925.892944,390.5899963,604.9000244,NA,84.92537689,653.5427246,1280.192993,0.104220599,2.303936005,4726,0.039999999,0.037500001,0,0.261888385,0,0,0,0,0,0,0
1888,SWE,7.170961857,1970.774048,396.7479858,614.4000244,NA,93.78031921,679.0999756,1349.218994,0.118858397,2.3999331,4742,0.03558908,0.036400001,0,0.2821621,0,0,0,0,0,0,0
1889,SWE,7.037803173,2065.258057,426.2189941,628.9000244,NA,99.48944092,703.6965942,1430.702026,0.123921499,2.495929956,4761,0.03555556,0.0359,0,0.323309094,0,0,0,0,0,0,0
1890,SWE,7.363218784,2086.176025,451.553009,650.7999878,NA,100.1792984,733.1605835,1477.266968,0.130755603,2.555006027,4780,0.044853941,0.035799999,0,0.318909645,0,0,0,0,0,0,0
1891,SWE,7.215930462,2105.493896,480.4500122,678.7000122,NA,99.24259949,763.9321289,1558.364014,0.0983468,2.651002884,4794,0.048978489,0.036899999,0,0.310805649,0,0,0,0,0,0,0
1892,SWE,7.589836597,2144.135986,501.2109985,700.2000122,NA,98.06278992,780.7849731,1581.172974,0.104080297,2.591928005,4805,0.047490589,0.0385,0,0.303311199,0,0,0,0,0,0,0
1893,SWE,7.906007767,2142.853027,507.3880005,726,NA,102.0106964,817.4412231,1566.234985,0.091264099,2.495929956,4816,0.042106379,0.037799999,0,0.321679324,0,0,0,0,0,0,0
1894,SWE,7.967436314,2171.336914,522.2910156,774.5,NA,104.4232025,859.7396851,1565.680054,0.096698001,2.363010883,4849,0.039999999,0.036800001,0,0.387247831,0,0,0,0,0,0,0
1895,SWE,8.241141319,2257.128906,554.0499878,798.4000244,NA,108.0257034,904.9924927,1643.917969,0.1205483,2.3999331,4896,0.039999999,0.0363,0,0.389663905,0,0,0,0,0,0,0
1896,SWE,8.480326653,2366.893066,614.2600098,872.7999878,NA,120.7389984,959.4282227,1723.868042,0.129515395,2.3999331,4941,0.037850849,0.0361,0,0.482388198,0,0,0,0,0,0,0
1897,SWE,8.830025673,2429.300049,736.9829712,1013.030029,NA,132.5503998,1054.807983,1869.671021,0.153105095,2.459007978,4986,0.045873661,0.035,0,0.706392765,0,0,0,0,0,,0
1898,SWE,9.073376656,2457.016113,868.8239746,1141.5,NA,142.3027954,1163.907959,2022.480957,0.160532594,2.591928005,5036,0.04883064,0.035,0,0.816208661,0,0,0,0,0,0,0
1899,SWE,9.475987434,2490.547119,980.098999,1284.300049,NA,140.0968018,1281.713989,2204.583008,0.167670205,2.6879251,5080,0.058870971,0.035999998,0,0.829082489,0,0,0,0,0,0,0
1900,SWE,9.396112442,2560.965088,1055.579956,1370,NA,140.158905,1388.996948,2245.381104,0.156916395,2.717463017,5117,0.058711119,0.035999998,0,0.833962381,0,0,0,0,0,0,0
1901,SWE,9.521835327,2514.592041,1128.990967,1455.400024,NA,141.0670013,1484.248047,2209.748047,0.138449103,2.651002884,5156,0.054565862,0.035999998,0,0.740576267,0,0,0,0,0,0,0
1902,SWE,9.446902275,2496.208008,1179.629028,1498.199951,NA,141.4188995,1548.521973,2218.764893,0.125409797,2.6879251,5187,0.048749998,0.035999998,0,0.730497301,0,0,0,0,0,0,0
1903,SWE,9.923091888,2668.905029,1255.189941,1576.900024,NA,152.0305023,1634.199951,2385.406982,0.137928307,2.717463017,5210,0.045000002,0.035999998,0,0.792010903,0,0,0,0,0,0,0
1904,SWE,10.25007629,2679.683105,1461.81604,1643.5,NA,150.3943024,1710.993042,2436.706055,0.147035301,2.6879251,5241,0.04607527,0.035999998,0,0.85177213,0,0,0,0,0,0,0
1905,SWE,10.19877911,2690.573975,1603.657959,1780.73999,NA,160.1878967,1836.762939,2507.418945,0.149916902,2.746999979,5278,0.047268819,0.035999998,0,0.941990495,0,0,0,0,0,0,0
1906,SWE,10.98228836,2844.846924,1869.259033,2012.099976,NA,177.3587952,2024.052979,2804.406006,0.158829793,2.813460112,5316,0.051603042,0.035999998,0,1.034883738,0,0,0,0,0,0,0
1907,SWE,11.65169334,2884.798096,2138.717041,2248.699951,NA,164.929306,2181.450928,3082.878906,0.149144202,2.938994884,5357,0.060991041,0.036666665,1,0.885725737,0,0,1,0,0,1,2
1908,SWE,11.39139843,2853.268066,2171.136963,2307.600098,NA,179.6407928,2302.139893,3061.506104,0.124217398,3.005455017,5404,0.058806889,0.037333332,0,0.811547697,0,0,1,0,0,0,1
1909,SWE,11.31729126,2808.47998,2195.187012,2372.600098,NA,181.5881042,2369.819092,3066.667969,0.103143297,2.975917101,5453,0.046880759,0.037999999,0,0.823175609,0,0,0,0,0,0,0
1910,SWE,11.8540678,2979.812988,2237.258057,2443.800049,NA,189.0597992,2476.36499,3301.924072,0.1210979,2.975917101,5449,0.046290331,0.037999999,0,0.950280666,0,0,0,0,0,0,0
1911,SWE,12.19173241,3002.032959,2234.844971,2508.800049,NA,199.2200928,2585.884033,3352.641113,0.140765995,2.938994884,5542,0.045677871,0.038699999,0,1.034883738,0,0,0,0,0,0,0
1912,SWE,12.56525803,3064.149902,2351.266113,2651.75,NA,209.1024017,2727.281006,3568.089111,0.132107005,3.130990028,5583,0.0481035,0.042100001,0,1.088211656,0,0,1,0,0,0,1
1913,SWE,13.28390217,3096.068115,2467.016113,2781.5,NA,220.4002991,2875.239014,3912.447998,0.151189402,3.130990028,5621,0.055,0.044199999,0,1.033279896,0,0,1,0,0,0,1
1914,SWE,13.11779499,3047.601074,2588.433105,2979.5,NA,288.8456116,3073.874023,3924.479004,0.1395282,3.197448969,5659,0.052372798,0.0449,0,0.791660011,0,0,1,0,0,0,1
1915,SWE,13.41222668,3027.803955,2658.447021,3316.199951,NA,312.959198,3379.26001,4529.62793,0.121535301,3.684819937,5696,0.055080641,0.051199999,0,0.936327159,0,0,0,0,0,0,0
1916,SWE,14.16913128,2967.764893,3085.933105,4064.199951,NA,380.0256958,4074.773926,5699.629883,0.130685806,4.44541502,5735,0.052375,0.0491,0,1.279711366,0,0,0,0,0,0,0
1917,SWE,12.3676033,2583.799072,4084.1521,5315.100098,NA,522.9124756,5104.722168,6645.946777,0.128299102,5.309391022,5779,0.0568293,0.054400001,0,1.329751372,0,1,1,0,0,0,2
1918,SWE,12.03692722,2532.381104,5649.35498,6930.299805,NA,759.522522,6837.293945,8842.675781,0.108980998,7.207183838,5807,0.069314517,0.055500001,0,1,1,1,1,0,0,0,3
1919,SWE,12.16294956,2668.658936,6303.668945,7555,NA,670.4329224,7505.87207,11003.94043,0.120053202,8.34438324,5830,0.063833334,0.054233331,0,0.789154291,0,0,1,0,0,0,1
1920,SWE,12.64603138,2801.775879,6769.520996,7662.200195,NA,688.8759155,7757.632813,12200.33008,0.139965504,8.617606163,5876,0.069293901,0.06005,0,0.606943309,0,0,1,0,0,0,1
1921,SWE,11.28545475,2673.998047,6223.73877,7234.399902,NA,569.9268799,7528.926758,9397.825195,0.108201101,7.746245861,5929,0.064904109,0.058766667,0,0.444959402,0,0,1,0,0,0,1
1922,SWE,12.51637554,2905.843994,5474.831055,6373,NA,524.5571289,7105.229004,8168.390137,0.092342898,6.232441902,5971,0.0484543,0.047816668,1,0.392880738,0,0,0,0,0,1,1
1923,SWE,12.8724575,3047.049072,4965.103027,5756,NA,515.2645874,6788.553223,7801.211914,0.1402511,5.685996056,5997,0.046444438,0.048516668,0,0.375269234,0,0,0,0,0,1,1
1924,SWE,13.52275562,3130.284912,4818.852051,5595,NA,501.5481873,6643.955078,8069.353027,0.146411195,5.582613945,6021,0.055,0.048900001,0,0.415777743,0,0,0,0,0,0,0
1925,SWE,13.49237061,3233.013916,4621.078125,5400,NA,501.2012939,6588.309082,8221.746094,0.152585402,5.634305,6045,0.05166667,0.048141666,0,0.452124625,0,0,0,0,0,0,0
1926,SWE,14.3993988,3403.687012,4562.825195,5382,NA,493.4603882,6707.383789,8403.844727,0.137075201,5.523539066,6064,0.045000002,0.046824999,0,0.492075384,0,0,0,0,0,0,0
1927,SWE,14.8170557,3500.061035,4392.707031,5355,NA,501.4981079,6857.702148,8480.280273,0.144780293,5.471848011,6081,0.04154167,0.045716666,0,0.589600503,0,0,0,0,0,0,0
1928,SWE,15.1118927,3656.427979,4495.937012,5317,NA,518.3029175,6935.757813,8775.849609,0.153729096,5.471848011,6097,0.04012097,0.046183333,0,0.686739028,0,0,0,0,0,0,0
1929,SWE,16.21751976,3868.915039,4547.879883,5383,NA,552.3480835,7182.725098,9210.700195,0.154032707,5.420156956,6113,0.04735573,0.045566667,0,0.645977378,0,0,1,0,0,0,1
1930,SWE,16.8120842,3937.034912,4757.258789,5707,NA,573.7255859,7497.742188,9271.114258,0.176649794,5.257699966,6131,0.037191749,0.041766666,0,0.57018739,0,0,1,0,0,0,1
1931,SWE,16.61095238,3782.154053,4926.326172,5491,NA,564.9874268,7554.567871,8721.929688,0.150047302,5.095242977,6152,0.04096777,0.042191666,1,0.35732609,0,0,1,0,0,1,2
1932,SWE,15.85113239,3666.013916,4404.958984,5689,NA,568.3488159,7738.345215,8164.541016,0.126132905,4.984477043,6176,0.043861661,0.043166667,0,0.260822177,0,0,1,0,0,1,2
1933,SWE,16.37137222,3721.395996,3961.763916,5654,NA,612.0402222,7914.662109,8345.701172,0.118909903,4.932785988,6201,0.03166667,0.040216666,0,0.291332841,0,0,0,0,0,0,0
1934,SWE,17.36062813,3991.333984,3838.316895,5387,NA,664.0394897,8063.102051,9028.919922,0.1586456,4.932785988,6222,0.025,0.034716666,0,0.361705303,0,0,0,0,0,0,0
1935,SWE,18.42996216,4232.257813,3869.916016,5431,NA,755.6450806,8325.666992,9724.824219,0.190836594,4.984477043,6242,0.025,0.0319,0,0.38087675,0,0,0,0,0,0,0
1936,SWE,19.49242592,4465.444824,4029.003906,5632,NA,867.6749878,8733.740234,10366.0498,0.187435195,5.036168098,6259,0.025,0.031241667,0,0.507918656,0,0,0,0,0,0,0
1937,SWE,19.9281292,4664.092773,4127.745117,5825,NA,948.2208862,9173.966797,11352.03027,0.191786006,5.198625088,6276,0.025,0.030391667,0,0.484794497,0,0,0,0,0,0,0
1938,SWE,20.64997101,4725.170898,4388.308105,6031,NA,1032.067017,9783.219727,11930.20996,0.202544406,5.309391022,6298,0.025,0.023383332,0,0.50413543,0,0,0,0,0,0,0
1939,SWE,22.48412323,5028.87793,4955.799805,6363,NA,1415.930054,10414.91016,NA,NA,5.471848011,6326,0.025228489,0.028966667,0,0.384477407,0,0,1,0,0,0,1
1940,SWE,20.40985489,4857.288086,4465,5858,NA,1461.677002,10407.04004,NA,NA,6.173367023,6356,0.033118282,0.039133333,0,0.405143827,0,0,1,0,0,0,1
1941,SWE,20.34449005,4913.916992,4294,6560,NA,1670.262939,11530.44043,NA,NA,6.993035793,6389,0.03204301,0.033908334,0,0.473226339,0,0,0,0,0,0,0
1942,SWE,20.4662075,5178.690918,4382.899902,6917,NA,1999.456055,12761.69043,NA,NA,7.583788872,6432,0.029999999,0.032325,0,0.518903494,0,0,0,0,0,0,0
1943,SWE,21.40527344,5359.513184,4713.600098,7583,NA,2258.580078,14395.16992,NA,NA,7.642864227,6491,0.029999999,0.032741666,0,0.553316593,0,0,0,0,0,0,0
